years_experience,salary
4.59734930217302,66228.62885867321
6.050658305628984,82864.98797796815
9.568117686598587,115587.22053718276
6.370203044323629,86050.68925038441
2.8223775563355114,55510.69600716989
9.199272400145576,108392.9364764535
9.172251997525802,108011.78667709896
9.07594002033481,106653.20992684283
9.544742681040903,114574.14779631274
10.741906243272748,123555.74944837533
6.815730601439924,90492.37623105531
4.17392401040772,63837.12281078281
2.966867811580589,57019.669399807164
2.745475253387505,54389.88766520434
8.949282299897305,105384.66203960043
8.383071968616182,103181.58911425206
7.067386986010223,93001.26455702892
10.219571499356567,120542.81549987828
8.309341824354401,102894.71182566986
3.9751802744502696,62714.61819009512
2.593883498796267,52180.52205967848
3.6149956365789206,60680.29535539774
7.973494666846022,101587.96106736452
6.498693588287966,87331.67572843688
5.50577400779331,76070.51605462517
1.0486857305945343,39343.0
2.752761808890991,54496.08516358126
9.824656387569298,118264.86412686127
6.400163184567344,86349.37686854413
2.542179244580751,51426.96127907302
10.052241182024742,119577.61990534067
9.473995720288688,112268.18363039223
6.902948417454938,91361.89424781699
8.501186316600819,103641.16130459227
5.682214819498642,78439.23395176927
4.584349119209879,66155.20382529739
3.058878832293588,57539.34764479419
7.843291647921016,100736.64608394857
9.968525924027183,119094.73312485013
10.774562297289375,123744.11626662097
2.665396183587223,53222.77971123734
3.1367746834344645,57979.30341203786
10.297304576855618,120991.19583613948
6.236921159028119,84721.93549493083
4.039535702882085,63078.097649878015
7.8436014298512395,100739.73445490193
2.408069891511754,49472.39196328853
1.2821676776390314,40189.472475429364
5.31973464977516,73572.93767323153
2.128120786527329,45392.28928542108
9.38050484539953,110949.40134920577
9.060905424698937,106441.13192080321
1.324226124509096,40384.90405855227
3.339082081995204,59121.93559910891
4.171212497093032,63821.808183581445
5.128047525342483,70999.53802772283
2.386037923042439,49151.28826283075
2.9828410719340974,57109.886374283786
5.820038699483415,80289.51954056484
8.66597194546998,104282.32720601046
6.049378144699518,82852.22541358184
2.61136357296043,52435.28442946885
5.68931280938027,78534.52446593011
6.052819076581695,82886.52978398121
1.000558274452912,39343.0
7.195327842479633,94276.77092560071
8.143789213713116,102250.56166790194
7.664206776653662,98951.25945984869
9.870815176091286,118531.11748752554
2.453139215469139,50129.25232145411
5.2322504226825455,72398.46192451316
7.396973903149741,96287.08132745133
7.946348642979798,101482.3383563214
4.7925269842541365,67330.99240706736
2.2068900506694415,46540.30754959007
8.292932718077932,102830.86548488504
